run_id,treat_none,treat_all,random,score,causal
620,45718,54736,46636,48343,49488
621,45698,54431,46603,48325,49420
622,45645,54595,46554,48347,49391
623,45468,54489,46330,48115,49253
624,45821,54719,46800,48469,49502
625,45842,54585,46666,48460,49527
626,45744,54623,46660,48418,49509
627,45546,54493,46386,48185,49331
628,45784,54570,46663,48376,49485
629,45782,54678,46641,48417,49520
630,45729,54730,46632,48326,49483
631,45504,54482,46383,48122,49239
632,45636,54490,46557,48222,49350
633,45623,54467,46502,48271,49289
634,45672,54686,46570,48320,49474
635,45636,54497,46572,48273,49358
636,45535,54361,46452,48213,49209
637,45237,54231,46128,47903,48958
638,45542,54515,46465,48142,49232
639,45749,54629,46584,48436,49565
640,45614,54455,46530,48253,49415
641,45658,54411,46527,48261,49403
642,45290,54248,46203,47940,49045
643,45720,54687,46659,48363,49486
644,46029,54810,46880,48564,49756
645,45650,54539,46500,48272,49383
646,45691,54596,46532,48293,49371
647,45882,54731,46831,48593,49677
648,45887,54697,46722,48512,49670
649,45709,54375,46563,48319,49408
650,45789,55005,46737,48478,49623
651,45616,54564,46517,48256,49388
652,45701,54776,46653,48388,49475
653,45800,54554,46718,48440,49509
654,45528,54445,46410,48075,49260
655,45654,54619,46497,48271,49444
656,45490,54340,46434,48108,49275
657,45607,54520,46485,48268,49357
658,45624,54499,46515,48275,49388
659,45878,54907,46795,48523,49682
660,45608,54623,46534,48302,49448
661,45756,54705,46600,48360,49572
662,45579,54629,46511,48181,49299
663,45599,54435,46525,48238,49317
664,45791,54708,46668,48398,49479
665,45782,54676,46687,48439,49494
666,45624,54581,46644,48260,49334
667,45417,54352,46291,48087,49183
668,45495,54559,46405,48119,49283
669,45834,54806,46731,48484,49666
670,45832,54670,46770,48432,49539
671,45963,54843,46855,48611,49771
672,45761,54787,46645,48412,49504
673,45601,54368,46468,48191,49275
674,45930,54912,46811,48588,49607
675,45625,54542,46525,48212,49375
676,45533,54483,46408,48190,49333
677,46105,54989,46992,48727,49902
678,45705,54613,46572,48303,49457
679,45746,54595,46630,48327,49489
680,45591,54417,46513,48240,49339
681,45626,54653,46546,48233,49339
682,45887,54631,46714,48550,49705
683,45713,54704,46614,48435,49511
684,45489,54452,46346,48103,49258
685,45998,54867,46874,48582,49668
686,45682,54461,46639,48309,49482
687,45701,54508,46586,48321,49473
688,45392,54423,46281,48061,49196
689,45618,54520,46526,48239,49429
690,45700,54715,46577,48396,49500
691,45949,54537,46775,48544,49617
692,45573,54465,46446,48157,49273
693,45615,54362,46524,48162,49361
694,45681,54549,46522,48397,49402
695,45836,54597,46742,48485,49586
696,45825,54695,46775,48456,49584
697,45881,54799,46792,48546,49620
698,45466,54409,46372,48095,49179
699,45579,54456,46483,48139,49254
700,45692,54588,46554,48300,49385
701,45787,54578,46700,48325,49466
702,45665,54322,46546,48291,49328
703,45642,54542,46571,48292,49379
704,45623,54555,46518,48290,49365
705,45769,54755,46719,48413,49580
706,45702,54707,46583,48339,49489
707,45578,54591,46467,48213,49333
708,46037,54722,46869,48578,49660
709,45845,54867,46812,48532,49597
710,45716,54574,46665,48312,49407
711,45698,54382,46526,48237,49362
712,45577,54513,46534,48158,49212
713,45602,54585,46495,48282,49438
714,45680,54573,46575,48267,49474
715,45809,54709,46718,48518,49593
716,45716,54534,46625,48424,49521
717,45609,54251,46521,48206,49291
718,45594,54459,46540,48240,49369
719,45746,54670,46641,48451,49559
720,45668,54417,46551,48226,49443
721,45553,54512,46469,48174,49325
722,45722,54712,46585,48315,49480
723,45516,54653,46404,48219,49323
724,45980,54991,46881,48675,49770
725,45446,54497,46365,48132,49279
726,45679,54534,46582,48216,49310
727,45687,54532,46548,48316,49388
728,45658,54604,46492,48273,49389
729,45900,54806,46830,48598,49684
730,45610,54659,46497,48248,49447
731,45483,54572,46401,48154,49280
732,45640,54468,46533,48214,49391
733,45682,54359,46539,48305,49380
734,45648,54469,46439,48281,49336
735,45803,54678,46692,48459,49525
736,45749,54542,46588,48335,49481
737,45723,54526,46581,48327,49472
738,45691,54620,46632,48313,49446
739,45570,54590,46514,48258,49361
740,45621,54585,46504,48305,49421
741,45703,54416,46584,48301,49453
742,45749,54604,46649,48327,49481
743,45824,54738,46682,48447,49550
744,45515,54438,46432,48096,49266
745,45818,54689,46685,48436,49532
746,45549,54544,46462,48178,49217
747,45828,54684,46737,48408,49530
748,45641,54717,46596,48289,49383
749,45545,54357,46463,48132,49266
750,45748,54721,46648,48368,49504
751,45820,54811,46771,48449,49620
752,45708,54482,46622,48277,49426
753,45670,54702,46548,48253,49454
754,45821,54736,46697,48508,49522
755,45799,54818,46686,48441,49568
756,45528,54401,46389,48182,49314
757,45823,54695,46732,48437,49610
758,45717,54529,46578,48326,49392
759,45784,54649,46681,48385,49597
760,45790,54846,46673,48500,49591
761,45849,54652,46694,48417,49566
762,45728,54650,46581,48306,49402
763,45502,54488,46380,48173,49258
764,45637,54543,46468,48294,49468
765,45788,54551,46664,48414,49543
766,45559,54509,46443,48209,49221
767,45645,54483,46509,48233,49298
768,46022,54861,46866,48768,49837
769,45829,54743,46749,48438,49571
770,45715,54781,46630,48431,49475
771,45565,54482,46487,48300,49356
772,45932,54570,46822,48564,49633
773,45603,54513,46499,48193,49339
774,45609,54538,46531,48240,49342
775,45600,54420,46523,48203,49284
776,45633,54410,46564,48264,49310
777,45524,54624,46425,48197,49348
778,45617,54515,46477,48302,49333
779,45830,54693,46801,48567,49557
780,45480,54438,46427,48056,49300
781,45605,54544,46466,48237,49328
782,45753,54787,46655,48407,49540
783,45835,54598,46685,48462,49610
784,45782,54753,46657,48460,49530
785,45742,54477,46600,48337,49419
786,45817,54724,46671,48474,49564
787,45515,54446,46413,48132,49259
788,45589,54475,46451,48169,49352
789,45542,54456,46475,48229,49336
790,45744,54758,46638,48431,49540
791,45854,54751,46724,48516,49568
792,45669,54505,46551,48368,49414
793,45495,54546,46379,48178,49307
794,45718,54735,46653,48381,49474
795,45742,54704,46668,48420,49514
796,45761,54661,46602,48429,49582
797,45780,54665,46667,48398,49552
798,45678,54620,46541,48345,49439
799,45812,54723,46726,48466,49576
800,45682,54527,46522,48280,49362
801,45644,54638,46556,48296,49418
802,45761,54498,46637,48435,49514
803,45702,54633,46547,48351,49507
804,45324,54294,46228,47960,49080
805,45634,54698,46564,48329,49439
806,45763,54593,46673,48357,49457
807,45452,54410,46321,48112,49240
808,46056,54920,47009,48650,49717
809,45682,54691,46569,48361,49492
810,45591,54601,46528,48170,49363
811,45790,54665,46690,48407,49538
812,45737,54569,46609,48450,49446
813,45637,54640,46563,48355,49401
